,timeGame,team1Name,team1Score,team1Odds,team2Name,team2Score,team2Odds
758,19:40,Chicago Cubs,1,2.12,Milwaukee Brewers,3,1.77
759,19:10,Boston Red Sox,0,1.57,Baltimore Orioles,10,2.52
760,19:10,New York Mets,13,1.57,Washington Nationals,5,2.51
761,18:10,Cleveland Guardians,7,1.66,Kansas City Royals,3,2.31
762,16:10,Colorado Rockies,7,2.32,Miami Marlins,1,1.66
763,16:07,Oakland Athletics,1,2.39,Houston Astros,5,1.63
764,16:05,Philadelphia Phillies,4,2.00,San Francisco Giants,5,1.86
765,14:15,St.Louis Cardinals,6,1.81,San Diego Padres,3,2.07
766,13:10,Detroit Tigers,7,2.23,Minnesota Twins,5,1.70
767,13:05,Chicago Cubs,6,2.17,Milwaukee Brewers,7,1.74
768,19:08,New York Mets,5,2.07,Philadelphia Phillies,4,1.81
769,16:10,Arizona Diamondbacks,1,2.79,Los Angeles Dodgers,3,1.48
770,16:10,San Diego Padres,4,1.57,Pittsburgh Pirates,2,2.54
771,16:10,Seattle Mariners,1,2.25,Houston Astros,2,1.70
772,16:07,Los Angeles Angels,10,1.64,Toronto Blue Jays,11,2.36
773,16:07,Oakland Athletics,6,2.02,Texas Rangers,5,1.84
774,14:15,St.Louis Cardinals,0,2.26,Milwaukee Brewers,8,1.69
775,14:10,Chicago White Sox,5,1.68,Chicago Cubs,4,2.30
776,20:10,Arizona Diamondbacks,6,2.03,Atlanta Braves,2,1.83
777,20:05,Texas Rangers,9,2.22,Tampa Bay Rays,5,1.71
778,19:40,Chicago Cubs,1,2.12,Milwaukee Brewers,3,1.77
779,19:10,Boston Red Sox,0,1.57,Baltimore Orioles,10,2.52
780,19:10,New York Mets,13,1.57,Washington Nationals,5,2.51
781,18:10,Cleveland Guardians,7,1.66,Kansas City Royals,3,2.31
782,16:10,Colorado Rockies,7,2.32,Miami Marlins,1,1.66
783,16:07,Oakland Athletics,1,2.39,Houston Astros,5,1.63
784,16:05,Philadelphia Phillies,4,2.00,San Francisco Giants,5,1.86
785,14:15,St.Louis Cardinals,6,1.81,San Diego Padres,3,2.07
786,13:10,Detroit Tigers,7,2.23,Minnesota Twins,5,1.70
787,13:05,Chicago Cubs,6,2.17,Milwaukee Brewers,7,1.74
788,19:08,New York Mets,5,2.07,Philadelphia Phillies,4,1.81
789,16:10,Arizona Diamondbacks,1,2.79,Los Angeles Dodgers,3,1.48
790,16:10,San Diego Padres,4,1.57,Pittsburgh Pirates,2,2.54
791,16:10,Seattle Mariners,1,2.25,Houston Astros,2,1.70
792,16:07,Los Angeles Angels,10,1.64,Toronto Blue Jays,11,2.36
793,16:07,Oakland Athletics,6,2.02,Texas Rangers,5,1.84
794,14:15,St.Louis Cardinals,0,2.26,Milwaukee Brewers,8,1.69
795,14:10,Chicago White Sox,5,1.68,Chicago Cubs,4,2.30
796,19:05,Baltimore Orioles,3,2.21,Cleveland Guardians,6,1.71
797,19:05,New York Yankees,13,1.29,Detroit Tigers,0,3.87
798,19:05,Philadelphia Phillies,10,1.78,Los Angeles Angels,0,2.11
799,19:05,Pittsburgh Pirates,6,2.01,Arizona Diamondbacks,8,1.86
800,18:40,Cincinnati Reds,5,1.76,Washington Nationals,8,2.14
801,18:40,Miami Marlins,6,2.00,San Francisco Giants,15,1.87
802,14:20,Chicago Cubs,5,1.92,St.Louis Cardinals,14,1.94
803,22:10,Los Angeles Dodgers,2,1.55,New York Mets,0,2.57
804,20:40,Colorado Rockies,6,2.34,Atlanta Braves,13,1.65
805,20:05,Chicago Cubs,7,1.94,St.Louis Cardinals,5,1.92
806,19:40,Milwaukee Brewers,5,1.92,San Diego Padres,4,1.94
807,19:05,Baltimore Orioles,6,1.94,Seattle Mariners,7,1.91
808,19:05,New York Yankees,2,1.66,Los Angeles Angels,1,2.33
809,18:40,Cincinnati Reds,8,1.75,Washington Nationals,1,2.15
810,18:40,Miami Marlins,3,1.72,San Francisco Giants,0,2.19
811,15:07,Toronto Blue Jays,8,1.55,Chicago White Sox,3,2.60
812,14:05,Texas Rangers,1,2.10,Tampa Bay Rays,3,1.79
813,13:10,Detroit Tigers,3,2.17,Minnesota Twins,2,1.74
814,13:05,New York Yankees,6,1.85,Los Angeles Angels,1,2.03
815,20:10,Los Angeles Dodgers,4,1.39,Pittsburgh Pirates,8,3.16
816,19:05,Baltimore Orioles,3,2.21,Cleveland Guardians,6,1.71
817,19:05,New York Yankees,13,1.29,Detroit Tigers,0,3.87
818,19:05,Philadelphia Phillies,10,1.78,Los Angeles Angels,0,2.11
819,19:05,Pittsburgh Pirates,6,2.01,Arizona Diamondbacks,8,1.86
820,18:40,Cincinnati Reds,5,1.76,Washington Nationals,8,2.14
821,18:40,Miami Marlins,6,2.00,San Francisco Giants,15,1.87
822,14:20,Chicago Cubs,5,1.92,St.Louis Cardinals,14,1.94
823,22:10,Los Angeles Dodgers,2,1.55,New York Mets,0,2.57
824,20:40,Colorado Rockies,6,2.34,Atlanta Braves,13,1.65
825,20:05,Chicago Cubs,7,1.94,St.Louis Cardinals,5,1.92
826,19:40,Milwaukee Brewers,5,1.92,San Diego Padres,4,1.94
827,19:05,Baltimore Orioles,6,1.94,Seattle Mariners,7,1.91
828,19:05,New York Yankees,2,1.66,Los Angeles Angels,1,2.33
829,18:40,Cincinnati Reds,8,1.75,Washington Nationals,1,2.15
830,18:40,Miami Marlins,3,1.72,San Francisco Giants,0,2.19
831,15:07,Toronto Blue Jays,8,1.55,Chicago White Sox,3,2.60
832,14:05,Texas Rangers,1,2.10,Tampa Bay Rays,3,1.79
833,13:10,Detroit Tigers,3,2.17,Minnesota Twins,2,1.74
834,13:05,New York Yankees,6,1.85,Los Angeles Angels,1,2.03
835,20:10,Los Angeles Dodgers,4,1.39,Pittsburgh Pirates,8,3.16
836,19:05,Baltimore Orioles,9,1.98,Chicago Cubs,3,1.89
837,19:05,Pittsburgh Pirates,3,1.79,Detroit Tigers,5,2.10
838,18:40,Cincinnati Reds,14,1.67,Arizona Diamondbacks,8,2.29
839,18:40,Miami Marlins,12,1.56,Washington Nationals,2,2.54
840,18:10,Cleveland Guardians,3,1.76,Texas Rangers,6,2.14
841,15:10,Cleveland Guardians,6,1.83,Texas Rangers,3,2.06
842,21:40,San Diego Padres,5,1.85,New York Mets,11,2.02
843,21:38,Los Angeles Angels,0,1.82,Boston Red Sox,1,2.07
844,20:10,Houston Astros,4,1.56,Seattle Mariners,7,2.55
845,20:10,Kansas City Royals,0,2.69,Toronto Blue Jays,8,1.51
846,18:40,Cincinnati Reds,7,1.86,Arizona Diamondbacks,0,2.01
847,19:08,Chicago Cubs,3,2.20,St.Louis Cardinals,5,1.72
848,16:10,Los Angeles Dodgers,4,1.56,New York Mets,5,2.60
849,16:07,Oakland Athletics,2,1.88,Boston Red Sox,5,1.98
850,15:10,Colorado Rockies,7,2.31,Atlanta Braves,8,1.68
851,14:35,Texas Rangers,5,1.77,Seattle Mariners,6,2.13
852,14:10,Kansas City Royals,4,2.93,Houston Astros,7,1.44
853,14:10,Milwaukee Brewers,4,1.80,San Diego Padres,6,2.08
854,13:40,Cincinnati Reds,4,1.55,Washington Nationals,5,2.56
855,13:40,Miami Marlins,1,2.07,San Francisco Giants,5,1.81
856,19:05,Baltimore Orioles,9,1.98,Chicago Cubs,3,1.89
857,19:05,Pittsburgh Pirates,3,1.79,Detroit Tigers,5,2.10
858,18:40,Cincinnati Reds,14,1.67,Arizona Diamondbacks,8,2.29
859,18:40,Miami Marlins,12,1.56,Washington Nationals,2,2.54
860,18:10,Cleveland Guardians,3,1.76,Texas Rangers,6,2.14
861,15:10,Cleveland Guardians,6,1.83,Texas Rangers,3,2.06
862,21:40,San Diego Padres,5,1.85,New York Mets,11,2.02
863,21:38,Los Angeles Angels,0,1.82,Boston Red Sox,1,2.07
864,20:10,Houston Astros,4,1.56,Seattle Mariners,7,2.55
865,20:10,Kansas City Royals,0,2.69,Toronto Blue Jays,8,1.51
866,18:40,Cincinnati Reds,7,1.86,Arizona Diamondbacks,0,2.01
867,19:08,Chicago Cubs,3,2.20,St.Louis Cardinals,5,1.72
868,16:10,Los Angeles Dodgers,4,1.56,New York Mets,5,2.60
869,16:07,Oakland Athletics,2,1.88,Boston Red Sox,5,1.98
870,15:10,Colorado Rockies,7,2.31,Atlanta Braves,8,1.68
871,14:35,Texas Rangers,5,1.77,Seattle Mariners,6,2.13
872,14:10,Kansas City Royals,4,2.93,Houston Astros,7,1.44
873,14:10,Milwaukee Brewers,4,1.80,San Diego Padres,6,2.08
874,13:40,Cincinnati Reds,4,1.55,Washington Nationals,5,2.56
875,13:40,Miami Marlins,1,2.07,San Francisco Giants,5,1.81
876,22:15,San Francisco Giants,7,2.35,Los Angeles Dodgers,2,1.64
877,22:10,Seattle Mariners,3,1.96,Boston Red Sox,4,1.89
878,21:40,San Diego Padres,9,1.40,Colorado Rockies,0,3.13
879,21:38,Los Angeles Angels,3,2.15,New York Mets,7,1.75
880,20:15,St.Louis Cardinals,2,1.69,Cincinnati Reds,0,2.25
881,20:10,Chicago White Sox,8,1.76,Texas Rangers,3,2.14
882,20:10,Houston Astros,4,1.63,Miami Marlins,7,2.36
883,20:10,Kansas City Royals,8,1.96,Baltimore Orioles,1,1.90
884,20:10,Minnesota Twins,9,1.83,Tampa Bay Rays,4,2.04
885,19:20,Atlanta Braves,4,1.48,Pittsburgh Pirates,2,2.79
886,19:10,Cleveland Guardians,3,1.62,Oakland Athletics,2,2.39
887,19:10,Detroit Tigers,1,2.89,Toronto Blue Jays,10,1.45
888,19:05,New York Yankees,2,1.40,Chicago Cubs,1,3.12
889,19:05,Philadelphia Phillies,7,1.69,Arizona Diamondbacks,5,2.26
890,19:05,Washington Nationals,11,2.54,Milwaukee Brewers,5,1.56
891,21:38,Los Angeles Angels,5,1.76,Boston Red Sox,2,2.14
892,20:10,Kansas City Royals,7,1.91,Baltimore Orioles,5,1.95
893,19:40,Minnesota Twins,7,2.72,New York Yankees,10,1.50
894,19:20,Atlanta Braves,3,1.34,Pittsburgh Pirates,1,3.44
895,19:10,Cleveland Guardians,8,1.56,Oakland Athletics,4,2.53
896,22:15,San Francisco Giants,7,2.35,Los Angeles Dodgers,2,1.64
897,22:10,Seattle Mariners,3,1.96,Boston Red Sox,4,1.89
898,21:40,San Diego Padres,9,1.40,Colorado Rockies,0,3.13
899,21:38,Los Angeles Angels,3,2.15,New York Mets,7,1.75
900,20:15,St.Louis Cardinals,2,1.69,Cincinnati Reds,0,2.25
901,20:10,Chicago White Sox,8,1.76,Texas Rangers,3,2.14
902,20:10,Houston Astros,4,1.63,Miami Marlins,7,2.36
903,20:10,Kansas City Royals,8,1.96,Baltimore Orioles,1,1.90
904,20:10,Minnesota Twins,9,1.83,Tampa Bay Rays,4,2.04
905,19:20,Atlanta Braves,4,1.48,Pittsburgh Pirates,2,2.79
906,19:10,Cleveland Guardians,3,1.62,Oakland Athletics,2,2.39
907,19:10,Detroit Tigers,1,2.89,Toronto Blue Jays,10,1.45
908,19:05,New York Yankees,2,1.40,Chicago Cubs,1,3.12
909,19:05,Philadelphia Phillies,7,1.69,Arizona Diamondbacks,5,2.26
910,19:05,Washington Nationals,11,2.54,Milwaukee Brewers,5,1.56
911,21:38,Los Angeles Angels,5,1.76,Boston Red Sox,2,2.14
912,20:10,Kansas City Royals,7,1.91,Baltimore Orioles,5,1.95
913,19:40,Minnesota Twins,7,2.72,New York Yankees,10,1.50
914,19:20,Atlanta Braves,3,1.34,Pittsburgh Pirates,1,3.44
915,19:10,Cleveland Guardians,8,1.56,Oakland Athletics,4,2.53
916,19:45,St.Louis Cardinals,9,1.47,Pittsburgh Pirates,1,2.84
917,19:10,Boston Red Sox,6,1.42,Oakland Athletics,1,3.04
918,19:10,Detroit Tigers,1,2.47,Chicago White Sox,5,1.58
919,19:10,New York Mets,4,1.64,Milwaukee Brewers,0,2.36
920,19:07,Toronto Blue Jays,5,1.44,Baltimore Orioles,6,2.92
921,19:05,New York Yankees,2,1.46,Tampa Bay Rays,0,2.86
922,19:05,Philadelphia Phillies,9,1.70,Miami Marlins,11,2.24
923,19:05,Washington Nationals,4,3.33,Atlanta Braves,10,1.36
924,13:15,St.Louis Cardinals,3,1.58,Pittsburgh Pirates,1,2.49
925,22:10,Seattle Mariners,2,1.87,Minnesota Twins,3,1.99
926,21:45,San Francisco Giants,6,1.57,Kansas City Royals,2,2.50
927,21:40,Arizona Diamondbacks,4,1.62,Cincinnati Reds,5,2.38
928,20:05,Chicago Cubs,1,2.12,San Diego Padres,4,1.78
929,20:05,Texas Rangers,5,2.36,Houston Astros,3,1.64
930,19:45,St.Louis Cardinals,7,1.54,Pittsburgh Pirates,5,2.58
931,19:10,Detroit Tigers,5,2.15,Chicago White Sox,9,1.75
932,19:07,Toronto Blue Jays,11,1.35,Baltimore Orioles,1,3.39
933,19:05,Philadelphia Phillies,3,1.80,Miami Marlins,2,2.08
934,19:05,Washington Nationals,5,2.29,Atlanta Braves,9,1.67
935,19:08,Los Angeles Angels,1,1.78,New York Mets,4,2.11
936,19:45,St.Louis Cardinals,9,1.47,Pittsburgh Pirates,1,2.84
937,19:10,Boston Red Sox,6,1.42,Oakland Athletics,1,3.04
938,19:10,Detroit Tigers,1,2.47,Chicago White Sox,5,1.58
939,19:10,New York Mets,4,1.64,Milwaukee Brewers,0,2.36
940,19:07,Toronto Blue Jays,5,1.44,Baltimore Orioles,6,2.92
941,19:05,New York Yankees,2,1.46,Tampa Bay Rays,0,2.86
942,19:05,Philadelphia Phillies,9,1.70,Miami Marlins,11,2.24
943,19:05,Washington Nationals,4,3.33,Atlanta Braves,10,1.36
944,13:15,St.Louis Cardinals,3,1.58,Pittsburgh Pirates,1,2.49
945,22:10,Seattle Mariners,2,1.87,Minnesota Twins,3,1.99
946,21:45,San Francisco Giants,6,1.57,Kansas City Royals,2,2.50
947,21:40,Arizona Diamondbacks,4,1.62,Cincinnati Reds,5,2.38
948,20:05,Chicago Cubs,1,2.12,San Diego Padres,4,1.78
949,20:05,Texas Rangers,5,2.36,Houston Astros,3,1.64
950,19:45,St.Louis Cardinals,7,1.54,Pittsburgh Pirates,5,2.58
951,19:10,Detroit Tigers,5,2.15,Chicago White Sox,9,1.75
952,19:07,Toronto Blue Jays,11,1.35,Baltimore Orioles,1,3.39
953,19:05,Philadelphia Phillies,3,1.80,Miami Marlins,2,2.08
954,19:05,Washington Nationals,5,2.29,Atlanta Braves,9,1.67
955,19:08,Los Angeles Angels,1,1.78,New York Mets,4,2.11
956,16:05,Baltimore Orioles,6,2.44,Tampa Bay Rays,7,1.59
957,15:07,Toronto Blue Jays,0,1.67,New York Yankees,4,2.31
958,14:20,Chicago Cubs,6,2.70,Atlanta Braves,3,1.50
959,22:10,Los Angeles Dodgers,1,1.37,Cleveland Guardians,2,3.30
960,22:10,Seattle Mariners,8,1.72,Los Angeles Angels,1,2.20
961,21:40,Arizona Diamondbacks,7,2.19,Minnesota Twins,2,1.73
962,21:40,Oakland Athletics,1,1.63,Kansas City Royals,5,2.38
963,20:40,Colorado Rockies,10,2.28,San Diego Padres,4,1.68
964,20:10,Houston Astros,13,1.60,Chicago White Sox,3,2.44
965,19:10,Boston Red Sox,6,1.86,St.Louis Cardinals,5,2.01
966,19:10,Detroit Tigers,0,1.82,Texas Rangers,7,2.04
967,19:10,New York Mets,10,1.67,Miami Marlins,4,2.28
968,19:07,Toronto Blue Jays,3,1.99,New York Yankees,12,1.88
969,19:05,Pittsburgh Pirates,0,2.74,San Francisco Giants,2,1.49
970,19:05,Washington Nationals,7,2.00,Philadelphia Phillies,8,1.86
971,18:40,Cincinnati Reds,4,1.96,Milwaukee Brewers,5,1.91
972,18:05,Baltimore Orioles,1,2.24,Tampa Bay Rays,0,1.70
973,14:20,Chicago Cubs,1,2.57,Atlanta Braves,0,1.55
974,13:05,Washington Nationals,3,2.56,Philadelphia Phillies,5,1.55
975,22:10,Seattle Mariners,1,2.21,Los Angeles Angels,4,1.72
976,16:05,Baltimore Orioles,6,2.44,Tampa Bay Rays,7,1.59
977,15:07,Toronto Blue Jays,0,1.67,New York Yankees,4,2.31
978,14:20,Chicago Cubs,6,2.70,Atlanta Braves,3,1.50
979,22:10,Los Angeles Dodgers,1,1.37,Cleveland Guardians,2,3.30
980,22:10,Seattle Mariners,8,1.72,Los Angeles Angels,1,2.20
981,21:40,Arizona Diamondbacks,7,2.19,Minnesota Twins,2,1.73
982,21:40,Oakland Athletics,1,1.63,Kansas City Royals,5,2.38
983,20:40,Colorado Rockies,10,2.28,San Diego Padres,4,1.68
984,20:10,Houston Astros,13,1.60,Chicago White Sox,3,2.44
985,19:10,Boston Red Sox,6,1.86,St.Louis Cardinals,5,2.01
986,19:10,Detroit Tigers,0,1.82,Texas Rangers,7,2.04
987,19:10,New York Mets,10,1.67,Miami Marlins,4,2.28
988,19:07,Toronto Blue Jays,3,1.99,New York Yankees,12,1.88
989,19:05,Pittsburgh Pirates,0,2.74,San Francisco Giants,2,1.49
990,19:05,Washington Nationals,7,2.00,Philadelphia Phillies,8,1.86
991,18:40,Cincinnati Reds,4,1.96,Milwaukee Brewers,5,1.91
992,18:05,Baltimore Orioles,1,2.24,Tampa Bay Rays,0,1.70
993,14:20,Chicago Cubs,1,2.57,Atlanta Braves,0,1.55
994,13:05,Washington Nationals,3,2.56,Philadelphia Phillies,5,1.55
995,22:10,Seattle Mariners,1,2.21,Los Angeles Angels,4,1.72
996,21:38,Los Angeles Angels,11,1.57,Kansas City Royals,12,2.52
997,20:10,Chicago White Sox,7,2.12,Toronto Blue Jays,6,1.77
998,20:10,Houston Astros,8,1.70,New York Mets,2,2.25
999,20:10,Milwaukee Brewers,2,2.08,St.Louis Cardinals,6,1.80
1000,20:05,Texas Rangers,7,1.77,Philadelphia Phillies,0,2.11
1001,19:40,Minnesota Twins,5,1.61,Cleveland Guardians,6,2.41
1002,19:20,Atlanta Braves,10,1.57,San Francisco Giants,12,2.49
1003,19:10,Boston Red Sox,5,1.51,Detroit Tigers,4,2.70
1004,19:10,Tampa Bay Rays,5,2.39,New York Yankees,4,1.62
1005,19:05,Baltimore Orioles,0,1.78,Washington Nationals,3,2.11
1006,19:05,Pittsburgh Pirates,7,1.67,Chicago Cubs,1,2.28
1007,18:40,Cincinnati Reds,2,2.59,Los Angeles Dodgers,8,1.54
1008,18:40,Miami Marlins,9,1.78,Colorado Rockies,8,2.12
1009,21:40,San Diego Padres,4,1.58,Arizona Diamondbacks,1,2.49
1010,21:38,Los Angeles Angels,2,1.51,Kansas City Royals,6,2.68
1011,20:10,Chicago White Sox,8,2.09,Toronto Blue Jays,7,1.80
1012,20:10,Milwaukee Brewers,2,1.59,St.Louis Cardinals,0,2.47
1013,19:20,Atlanta Braves,2,1.66,San Francisco Giants,1,2.31
1014,19:10,Boston Red Sox,5,1.54,Detroit Tigers,2,2.60
1015,19:10,Tampa Bay Rays,2,2.22,New York Yankees,4,1.71
1016,21:38,Los Angeles Angels,11,1.57,Kansas City Royals,12,2.52
1017,20:10,Chicago White Sox,7,2.12,Toronto Blue Jays,6,1.77
1018,20:10,Houston Astros,8,1.70,New York Mets,2,2.25
1019,20:10,Milwaukee Brewers,2,2.08,St.Louis Cardinals,6,1.80
1020,20:05,Texas Rangers,7,1.77,Philadelphia Phillies,0,2.11
1021,19:40,Minnesota Twins,5,1.61,Cleveland Guardians,6,2.41
1022,19:20,Atlanta Braves,10,1.57,San Francisco Giants,12,2.49
1023,19:10,Boston Red Sox,5,1.51,Detroit Tigers,4,2.70
1024,19:10,Tampa Bay Rays,5,2.39,New York Yankees,4,1.62
1025,19:05,Baltimore Orioles,0,1.78,Washington Nationals,3,2.11
1026,19:05,Pittsburgh Pirates,7,1.67,Chicago Cubs,1,2.28
1027,18:40,Cincinnati Reds,2,2.59,Los Angeles Dodgers,8,1.54
1028,18:40,Miami Marlins,9,1.78,Colorado Rockies,8,2.12
1029,21:40,San Diego Padres,4,1.58,Arizona Diamondbacks,1,2.49
1030,21:38,Los Angeles Angels,2,1.51,Kansas City Royals,6,2.68
1031,20:10,Chicago White Sox,8,2.09,Toronto Blue Jays,7,1.80
1032,20:10,Milwaukee Brewers,2,1.59,St.Louis Cardinals,0,2.47
1033,19:20,Atlanta Braves,2,1.66,San Francisco Giants,1,2.31
1034,19:10,Boston Red Sox,5,1.54,Detroit Tigers,2,2.60
1035,19:10,Tampa Bay Rays,2,2.22,New York Yankees,4,1.71
1036,16:10,Kansas City Royals,7,1.59,Oakland Athletics,9,2.48
1037,16:10,Miami Marlins,3,2.25,New York Mets,5,1.69
1038,16:10,Milwaukee Brewers,5,1.54,Toronto Blue Jays,4,2.61
1039,16:05,Texas Rangers,3,1.69,Washington Nationals,2,2.25
1040,14:15,St.Louis Cardinals,5,1.47,Chicago Cubs,3,2.83
1041,14:10,Chicago White Sox,2,1.49,Baltimore Orioles,6,2.76
1042,13:10,Tampa Bay Rays,6,1.55,Pittsburgh Pirates,5,2.55
1043,13:05,New York Yankees,0,1.54,Houston Astros,3,2.62
1044,22:15,San Francisco Giants,2,1.46,Cincinnati Reds,4,2.86
1045,21:40,Arizona Diamondbacks,1,1.59,Detroit Tigers,5,2.46
1046,21:40,San Diego Padres,1,2.16,Philadelphia Phillies,0,1.74
1047,21:38,Los Angeles Angels,3,1.64,Seattle Mariners,4,2.36
1048,20:15,St.Louis Cardinals,0,1.58,Chicago Cubs,3,2.48
1049,20:10,Chicago White Sox,1,1.56,Baltimore Orioles,4,2.53
1050,20:10,Kansas City Royals,3,1.69,Oakland Athletics,1,2.27
1051,20:10,Milwaukee Brewers,4,2.22,Toronto Blue Jays,9,1.71
1052,20:10,Minnesota Twins,0,1.65,Colorado Rockies,1,2.32
1053,20:05,Texas Rangers,1,1.63,Washington Nationals,2,2.38
1054,19:20,Atlanta Braves,1,2.10,Los Angeles Dodgers,4,1.79
1055,19:10,Cleveland Guardians,3,1.98,Boston Red Sox,6,1.87
1056,16:10,Kansas City Royals,7,1.59,Oakland Athletics,9,2.48
1057,16:10,Miami Marlins,3,2.25,New York Mets,5,1.69
1058,16:10,Milwaukee Brewers,5,1.54,Toronto Blue Jays,4,2.61
1059,16:05,Texas Rangers,3,1.69,Washington Nationals,2,2.25
1060,14:15,St.Louis Cardinals,5,1.47,Chicago Cubs,3,2.83
1061,14:10,Chicago White Sox,2,1.49,Baltimore Orioles,6,2.76
1062,13:10,Tampa Bay Rays,6,1.55,Pittsburgh Pirates,5,2.55
1063,13:05,New York Yankees,0,1.54,Houston Astros,3,2.62
1064,22:15,San Francisco Giants,2,1.46,Cincinnati Reds,4,2.86
1065,21:40,Arizona Diamondbacks,1,1.59,Detroit Tigers,5,2.46
1066,21:40,San Diego Padres,1,2.16,Philadelphia Phillies,0,1.74
1067,21:38,Los Angeles Angels,3,1.64,Seattle Mariners,4,2.36
1068,20:15,St.Louis Cardinals,0,1.58,Chicago Cubs,3,2.48
1069,20:10,Chicago White Sox,1,1.56,Baltimore Orioles,4,2.53
1070,20:10,Kansas City Royals,3,1.69,Oakland Athletics,1,2.27
1071,20:10,Milwaukee Brewers,4,2.22,Toronto Blue Jays,9,1.71
1072,20:10,Minnesota Twins,0,1.65,Colorado Rockies,1,2.32
1073,20:05,Texas Rangers,1,1.63,Washington Nationals,2,2.38
1074,19:20,Atlanta Braves,1,2.10,Los Angeles Dodgers,4,1.79
1075,19:10,Cleveland Guardians,3,1.98,Boston Red Sox,6,1.87
1076,13:05,New York Yankees,5,1.28,Oakland Athletics,3,3.85
1077,13:05,Washington Nationals,7,1.68,Pittsburgh Pirates,8,2.27
1078,12:10,Tampa Bay Rays,3,1.79,Milwaukee Brewers,5,2.11
1079,22:10,Seattle Mariners,2,1.60,Baltimore Orioles,0,2.44
1080,21:45,San Francisco Giants,4,1.45,Detroit Tigers,3,2.88
1081,21:40,Arizona Diamondbacks,7,1.93,San Diego Padres,6,1.92
1082,21:38,Los Angeles Angels,4,1.80,Chicago White Sox,11,2.07
1083,20:40,Colorado Rockies,7,2.84,Los Angeles Dodgers,4,1.46
1084,20:10,Kansas City Royals,3,2.33,Texas Rangers,8,1.65
1085,20:05,Chicago Cubs,3,1.82,Cincinnati Reds,5,2.05
1086,19:45,St.Louis Cardinals,5,1.70,Miami Marlins,3,2.24
1087,19:10,Cleveland Guardians,0,1.97,Minnesota Twins,6,1.89
1088,19:10,New York Mets,1,2.05,Houston Astros,9,1.82
1089,19:10,Tampa Bay Rays,3,1.88,Milwaukee Brewers,5,1.99
1090,19:07,Toronto Blue Jays,6,1.72,Boston Red Sox,5,2.19
1091,19:05,New York Yankees,2,1.50,Oakland Athletics,1,2.70
1092,19:05,Philadelphia Phillies,3,1.81,Atlanta Braves,5,2.05
1093,19:05,Washington Nationals,3,1.79,Pittsburgh Pirates,1,2.10
1094,13:10,Cleveland Guardians,3,1.89,Minnesota Twins,2,1.97
1095,22:10,Seattle Mariners,2,1.66,Baltimore Orioles,9,2.31
1096,13:05,New York Yankees,5,1.28,Oakland Athletics,3,3.85
1097,13:05,Washington Nationals,7,1.68,Pittsburgh Pirates,8,2.27
1098,12:10,Tampa Bay Rays,3,1.79,Milwaukee Brewers,5,2.11
1099,22:10,Seattle Mariners,2,1.60,Baltimore Orioles,0,2.44
1100,21:45,San Francisco Giants,4,1.45,Detroit Tigers,3,2.88
1101,21:40,Arizona Diamondbacks,7,1.93,San Diego Padres,6,1.92
1102,21:38,Los Angeles Angels,4,1.80,Chicago White Sox,11,2.07
1103,20:40,Colorado Rockies,7,2.84,Los Angeles Dodgers,4,1.46
1104,20:10,Kansas City Royals,3,2.33,Texas Rangers,8,1.65
1105,20:05,Chicago Cubs,3,1.82,Cincinnati Reds,5,2.05
1106,19:45,St.Louis Cardinals,5,1.70,Miami Marlins,3,2.24
1107,19:10,Cleveland Guardians,0,1.97,Minnesota Twins,6,1.89
1108,19:10,New York Mets,1,2.05,Houston Astros,9,1.82
1109,19:10,Tampa Bay Rays,3,1.88,Milwaukee Brewers,5,1.99
1110,19:07,Toronto Blue Jays,6,1.72,Boston Red Sox,5,2.19
1111,19:05,New York Yankees,2,1.50,Oakland Athletics,1,2.70
1112,19:05,Philadelphia Phillies,3,1.81,Atlanta Braves,5,2.05
1113,19:05,Washington Nationals,3,1.79,Pittsburgh Pirates,1,2.10
1114,13:10,Cleveland Guardians,3,1.89,Minnesota Twins,2,1.97
1115,22:10,Seattle Mariners,2,1.66,Baltimore Orioles,9,2.31
1116,19:15,Chicago Cubs,3,2.27,Boston Red Sox,1,1.68
1117,19:15,Los Angeles Dodgers,7,1.68,San Diego Padres,2,2.27
1118,18:10,Cleveland Guardians,1,2.57,New York Yankees,6,1.54
1119,18:07,Toronto Blue Jays,5,1.77,Tampa Bay Rays,11,2.11
1120,16:10,Cincinnati Reds,1,2.52,Atlanta Braves,4,1.57
1121,16:10,Detroit Tigers,4,1.76,Kansas City Royals,3,2.14
1122,16:10,Houston Astros,9,1.62,Los Angeles Angels,1,2.39
1123,16:10,New York Mets,3,1.74,Texas Rangers,7,2.17
1124,16:10,Seattle Mariners,2,1.56,Oakland Athletics,1,2.54
1125,16:05,Philadelphia Phillies,6,1.81,St.Louis Cardinals,7,2.08
1126,16:05,Pittsburgh Pirates,7,2.80,Milwaukee Brewers,4,1.48
1127,16:05,San Francisco Giants,3,1.70,Chicago White Sox,5,2.26
1128,16:05,Washington Nationals,3,1.96,Miami Marlins,5,1.90
1129,14:10,Minnesota Twins,4,1.40,Baltimore Orioles,3,3.11
1130,12:10,Cleveland Guardians,4,3.36,New York Yankees,13,1.35
1131,12:07,Toronto Blue Jays,2,1.73,Tampa Bay Rays,6,2.19
1132,22:15,San Francisco Giants,0,1.67,Chicago White Sox,1,2.29
